NSC	NSC	OLD	OLD
PB.2581.1	590.85	302.17	1421.61	1258.71
PB.2581.2	443.69	630.77	325.58	222.94
PB.2581.3	2806.91	2548.44	1801.32	1845.63
PB.2581.4	1047.34	1331.48	827.43	829.57
PB.2581.5	309.69	209.41	32.25	20.1
PB.2581.6	47.52	23.72	168.81	231.05
PB.2582.1	3729	3388	1631	1521
PB.2583.1	1038.37	872.33	1501.1	1276.33
PB.2583.2	33.63	42.67	87.9	57.67
PB.2584.1	1276	1147	232	205
PB.2585.1	7881	5280	3025	3304
PB.2586.1	11331.67	6091.75	4953.83	5091.84
PB.2586.2	605.33	303.25	390.17	284.16
PB.2587.1	1671	1037	564	494
PB.2588.1	229.44	125.27	266.95	305.52
PB.2588.2	220.73	249.7	443.87	343.43
PB.2588.3	2864.15	1812.48	3557.41	4078.33
PB.2588.4	6313.68	4754.55	8097.78	8378.73
PB.2589.1	1014.96	909.96	469.63	442.84
PB.2589.10	688.81	423.39	371.36	298.22
PB.2589.2	1886.07	876.52	814.51	550.28
PB.2589.3	1377.23	1003.36	217.81	191.73
PB.2589.4	224.36	176.95	255.87	447.5
PB.2589.5	1540.72	1358.48	1107.95	1382.84
PB.2589.6	1226.48	774.43	943.43	776.01
PB.2589.7	2394.36	1748.92	509.82	257.22
PB.2589.8	427.5	318.55	162.28	152.1
PB.2589.9	152.5	174.42	106.34	85.27
PB.259.1	1995.91	1401.19	1610.22	1497.25
PB.259.2	226.41	285.61	260.93	237.41
PB.259.3	18.69	26.21	13.85	26.34
PB.2590.1	2255.9	1240.56	929.39	921.13
PB.2590.2	418.09	313.72	287.78	278.38
PB.2590.3	168.01	140.73	84.83	97.49
PB.2591.1	1363	711	1023	1017
PB.2592.1	1790	1469	2450	1862
PB.2593.1	8965.01	7750.75	2036.29	2005.51
PB.2594.1	5529.51	4671.21	1162.38	1312.65
PB.2594.2	4292.66	2146.55	683.93	594.58
PB.2594.3	2149.19	1783.52	909.15	740.33
PB.2594.4	65.52	56.26	42.73	27.33
PB.2594.5	5023.11	3444.13	640.6	479.25
PB.2594.6	1721.02	1636.58	1403.92	1331.34
PB.2595.1	2956.32	1346.58	900.67	673.23
PB.2595.2	317.04	115.78	103.68	109.77
PB.2595.3	93828.65	70766.69	13425.62	13778.52
PB.2595.4	1642.82	972.4	880.81	653.62
PB.2595.5	8888.17	5591.56	1631.23	1450.86
PB.2596.1	28763.55	18934.83	18187.56	17432.04
PB.2596.2	783.39	398.31	281.4	285.2
PB.2596.3	387.06	167.86	191.04	175.76
PB.2597.1	2289	824	1521	1234
PB.2598.1	293.65	413.21	18.65	15.33
PB.2599.1	4283.82	3029.28	2535.49	2346.04
PB.26.1	336.23	228.78	359.84	384.8
PB.26.2	142.77	46.22	124.16	65.2
PB.260.1	3035	1907	1791	1822
PB.2600.1	261.17	176.72	247.51	216.96
PB.2601.1	530	451	281	230
PB.2602.1	294.33	158.79	136.42	189.24
PB.2602.2	158.56	45.95	449.02	187.17
PB.2602.3	320.17	331.83	188.39	173.1
PB.2602.4	6478.69	4339.86	4677.73	4467.89
PB.2602.5	44.25	30.75	60.57	20.43
PB.2602.6	185.09	124.96	161.88	96.16
PB.2602.7	284.89	239.44	333.28	280.67
PB.2603.1	1871.02	952.42	2619.71	2511.34
PB.2604.1	22515.79	9202.64	14040.34	12570.15
PB.2604.2	146.36	67.58	38.9	30.65
PB.2604.3	683.85	229.78	436.76	623.2
PB.2605.1	8604	7486	5831	5589
PB.2606.1	1426	1059	680	613
PB.2607.1	2839.75	1484.74	3125.13	3139.38
PB.2607.2	61.25	30.26	84.87	68.62
PB.2608.1	73.45	11.84	58.2	43.81
PB.2608.2	34.47	67.75	174.75	87.02
PB.2608.3	510.62	364.38	596.55	532.96
PB.2608.4	2491.45	1037.04	2352.49	1962.21
PB.2609.1	3687	3681	593	636
PB.261.1	14945.5	9549.05	30792.88	27407.7
PB.261.2	53004.5	37285.95	110925.12	104030.3
PB.2610.1	6921.3	3869.98	3905.36	3943.66
PB.2610.2	262.65	217.63	329.94	406.17
PB.2610.3	126.26	173.24	288.7	408.93
PB.2610.4	207.82	96.84	431.22	262.58
PB.2611.1	970.13	1313.26	63.95	197.08
PB.2611.2	1551.3	149.71	1629.86	1276.66
PB.2611.3	3907.16	2131.08	2843.21	1866.81
PB.2611.4	5392.51	1401.94	2834.14	3247.75
PB.2611.5	15.35	16.24	25.24	19.36
PB.2611.6	5356.35	4798.95	3497.82	3578.46
PB.2611.7	1342.32	955.89	1886.06	1616.96
PB.2611.8	72.29	161.5	58.51	39.54
PB.2611.9	602.1	286.81	407	361.05
PB.2612.1	250.43	202.02	568.83	397.98
PB.2612.2	5647.51	2907.11	4803.24	4643.16
PB.2612.3	199.11	196.63	163.68	132.26
PB.2612.4	5548.94	3838.51	4005.68	4958.51
PB.2612.5	2197.75	1751.86	4413.64	3777.62
PB.2612.6	85.5	41.52	39.31	53.36
PB.2612.7	31.5	50.58	51.43	73.47
PB.2612.8	1345.6	671.56	744.05	912.51
PB.2613.1	7041.05	4131.43	4017.16	4214.64
PB.2613.2	371.61	377.79	138.99	167.49
PB.2614.1	1371	1144	1372	1177
PB.2615.1	2574	2122	3446	3596
PB.2616.1	208.8	76.22	190.98	166.09
PB.2616.2	781.48	318.65	515.96	480.75
PB.2616.3	5544.2	3131.74	2398.93	2225.89
PB.2616.4	8939.03	3123.28	5772.41	5654.55
PB.2616.5	5.18	5.7	9.3	7.72
PB.2616.6	924.06	795.41	644.41	465.53
PB.2616.7	3568.03	4964.72	2056.94	1844.42
PB.2616.8	934.22	96.27	50.07	53.05
PB.2617.1	1361	1121	390	403
PB.2618.1	395.83	316.48	331.91	311.81
PB.2618.2	909.17	774.52	1185.09	984.19
PB.2619.1	2313.87	762.08	2188.52	2452.06
PB.2619.2	975.13	446.92	1018.48	955.94
PB.262.1	78.12	43.93	144.19	104.58
PB.262.2	3108.52	1531.69	4111.72	3658.43
PB.262.3	61.36	19.38	48.09	85.99
PB.2620.1	3505.23	1253.4	1277.05	1420.59
PB.2620.2	755.77	533.6	395.95	353.41
PB.2621.1	1735.32	3076.8	4148.73	5387.22
PB.2621.2	2473.25	1806.08	22014.57	19209.17
PB.2621.3	1062.3	1224.68	5845.05	5741.48
PB.2621.4	37.82	31.33	50.82	61.22
PB.2621.5	183.32	357.11	926.83	937.92
PB.2622.1	1071.78	625.26	363.98	381.22
PB.2622.2	1134.35	961.42	668.5	599.41
PB.2622.3	1775.86	1089.32	870.52	903.37
PB.2623.1	2721.84	3248.05	2999.96	2612.23
PB.2623.2	1365.16	907.95	468.04	876.77
PB.2624.1	189.22	191.96	836.51	315.27
PB.2624.2	13.18	8.36	17.61	17.68
PB.2624.3	51.45	26.56	50.01	34.23
PB.2624.4	98.9	23.35	103.08	204.82
PB.2624.5	4113.73	2648.98	1031.99	1261.25
PB.2624.6	18746.01	7957.67	14594.63	14222.2
PB.2624.7	9.51	8.12	163.17	62.55
PB.2625.1	1804	1545	790	668
PB.2626.1	1196	640	1345	1227
PB.2627.1	10479.99	2352.35	3174	3224.48
PB.2627.2	2760.07	616.91	732.05	323.8
PB.2628.1	14.94	7.74	188.95	115.72
PB.2629.1	500.38	130.35	796.44	747.03
PB.2629.2	1068.28	405.94	2398.76	2462.52
PB.2629.3	1482.8	490.5	1567.76	1558.16
PB.2629.4	193.79	124.68	260.26	245.91
PB.2629.5	132.74	173.54	144.78	93.38
PB.263.1	5257	3372	2299	2282
PB.2630.1	6467	3404	1109	1074
PB.2631.1	4017.69	2801.71	3022.55	2458.56
PB.2631.2	613.45	244.85	156.92	196.88
PB.2631.3	1095.33	508.61	465.61	404.26
PB.2632.1	17904	12785	8729	7593
PB.2633.1	1459	1004	443	439
PB.2634.1	1184.75	889.62	626.9	879.59
PB.2634.2	5049.35	3494.49	3664.53	2930.88
PB.2634.3	324.9	201.89	536.57	449.53
PB.2635.1	1747	1283	1536	1291
PB.2636.1	201	124	118	139
PB.2636.2	199	139	158	146
PB.2637.1	2172.48	1135.17	1423.29	1882.78
PB.2637.2	2707.52	1448.83	2858.72	2070.22
PB.2638.1	2004.74	1289.88	1809.09	1950.69
PB.2638.2	1565.27	909.76	1745.83	1717.47
PB.2638.3	2754.2	2023.74	2682.56	2359.31
PB.2638.4	237.08	285.21	118.33	104.85
PB.2638.5	112.26	47.76	101.74	91.66
PB.2639.1	12.46	37.65	14.44	19.01
PB.264.1	4687	3936	3164	2787
PB.2640.1	185	136	242	214
PB.2641.1	18622	15667	13564	12954
PB.2642.1	5052.27	3450.77	3211.24	2930.4
PB.2642.2	266.32	225.41	157.75	181.75
PB.2643.1	1219.54	931.78	2525.78	2016.66
PB.2643.2	1371.63	786.55	682.99	1101.69
PB.2643.3	526.98	743.27	937.24	1039.82
PB.2643.4	734.52	727.14	608.48	411.25
PB.2643.5	81.59	88.68	166.1	104.84
PB.2643.6	152.16	106.39	134.41	151.6
PB.2644.1	143.99	50.52	243.34	335.29
PB.2644.2	362.86	152.4	1119.39	936.08
PB.2644.3	107.15	43.08	376.27	336.63
PB.2645.1	3734.5	2402.8	5866.8	5856.44
PB.2645.2	165.5	88.2	226.2	147.56
PB.2646.1	1889.5	1231.56	253.17	608.82
PB.2646.2	11960.91	8359.24	6526.38	5585.19
PB.2646.3	954.73	638.63	293	274.37
PB.2646.4	33.35	29.87	41.92	37.21
PB.2646.5	806.51	688.71	666.54	777.41
PB.2647.1	6043.82	2727.59	3025.84	3202.32
PB.2647.2	2920.2	2005.68	1641.84	1500.47
PB.2647.3	411.74	760.42	798.69	595.33
PB.2647.4	327.19	178.22	22.06	81.17
PB.2647.5	359.13	124.1	175.58	132.71
PB.2648.1	2417	700	2383	2408
PB.2649.1	564.51	344.58	222.36	176.78
PB.2649.2	7912.49	5990.42	4218.64	3739.22
PB.265.1	787	555	994	887
PB.2650.1	15693.82	13034.91	3188.15	2876.71
PB.2650.2	348.12	431.1	59.3	16.77
PB.2650.3	3469.05	2226.99	178.56	389.52
PB.2651.1	192	156	155	148
PB.2652.1	5078.14	2372.98	2065.46	2098.5
PB.2652.2	77.86	14.02	96.54	42.5
PB.2653.1	4522.36	537.73	1795.44	1564.1
PB.2653.10	52.01	58.37	164.16	164.11
PB.2653.2	670.05	1065.81	1140.12	1632
PB.2653.3	581.21	347.58	383.25	507.85
PB.2653.4	102.68	75.88	78.71	89.4
PB.2653.5	2512.65	2746.81	3563.77	2747.19
PB.2653.6	64.48	80.77	240.19	193.67
PB.2653.7	95.8	79.86	151.18	102.24
PB.2653.8	1610.72	1175.67	348.75	220.78
PB.2653.9	14.03	15.53	50.42	19.66
PB.2654.1	22	30	828	747
PB.2655.1	868.47	155.13	546.62	222.14
PB.2655.2	303.58	150.91	362.58	252.62
PB.2655.3	82.16	125.38	149.02	197.13
PB.2655.4	99.73	113.12	121.43	57.06
PB.2655.5	217.94	208.09	168.27	261.91
PB.2655.6	50.37	121.32	55.42	107.36
PB.2655.7	152.75	255.05	105.67	153.78
PB.2656.1	854.59	198.79	863.41	619.25
PB.2656.2	637.3	374.2	617.58	613.67
PB.2656.3	6324.77	3947.16	7633.86	7556.34
PB.2656.4	317.34	84.85	232.15	464.74
PB.2657.1	1162.53	792.59	567.35	605.36
PB.2657.2	861.26	619.17	492.2	421.71
PB.2657.3	921.21	769.24	456.45	476.94
PB.2658.1	4542.59	3350.79	3314.76	3326.44
PB.2658.2	1749.86	1467.34	1394.18	1411.38
PB.2658.3	258.98	88.19	71.06	38.3
PB.2658.4	4067.6	3098.21	3065.07	3180.29
PB.2658.5	719.97	417.44	431.92	362.6
PB.2659.1	9286.12	5658.47	6464.27	6404.3
PB.2659.2	9861.27	5941.59	13778.12	10957.39
PB.2659.3	10990.63	6937.37	7369.72	6530.45
PB.2659.4	79.21	61.65	65.35	44.97
PB.2659.5	93.29	50.43	69.3	71.39
PB.2659.6	21.22	9.14	20.96	32.37
PB.266.1	79.09	21.11	38.88	27.61
PB.266.2	559.15	464.97	115.65	175.13
PB.266.3	290.58	297.18	98.01	53.6
PB.266.4	753.18	370.74	112.47	76.67
PB.266.5	98	109	24	13
PB.2660.1	2736	1827	1585	1646
PB.2661.1	536	323	522	483
PB.2662.1	2752	1979	1299	1073
PB.2663.1	3561.73	1816.26	4024.1	3688.87
PB.2663.2	40.97	29.79	106.5	226.08
PB.2663.3	954.3	1021.4	1035.39	793.64
PB.2663.4	171.27	266.07	273.86	132.71
PB.2663.5	145.73	163.48	109.14	100.7
PB.2664.1	861.96	287.88	1122.36	1025.69
PB.2664.2	1847.25	572.1	2875.11	3258.48
PB.2664.3	707.79	220.03	509.54	590.82
PB.2665.1	1375.58	1286.32	817.4	647.14
PB.2665.2	3092.06	2034.55	1686.44	1505.55
PB.2665.3	809.36	805.13	844.16	957.31
PB.2666.1	585.62	485.56	537.29	457.64
PB.2666.2	1212.38	939.44	1595.71	1385.36
PB.2667.1	3220.63	2302.6	3772.67	2184.09
PB.2667.2	1676.19	957.81	1149.13	1302.45
PB.2667.3	2715.18	547.59	1504.19	2972.46
PB.2668.1	970.05	1411.43	832.44	575.38
PB.2668.2	3407.95	2214.57	1052.56	1189.62
PB.2669.1	380	236	103	90
PB.267.1	3962	1556	4976	4456
PB.2670.1	2871	2254	1897	1690
PB.2671.1	3724	2712	2661	2260
PB.2672.1	1089.98	1269.73	366	391.49
PB.2672.2	294.02	344.27	128	128.51
PB.2673.1	1515.62	1016.96	1280.28	1507.62
PB.2673.2	18.38	10.04	515.72	340.38
PB.2674.1	625.54	413.99	420.08	381.04
PB.2675.1	1874.19	504.83	1854.73	1762.05
PB.2675.2	3906.27	2742.18	4411.19	4468.91
PB.2676.1	432	264	353	352
PB.2677.1	3821.04	3026.97	433.81	421.45
PB.2677.2	749.96	363.03	45.19	26.55
PB.2678.1	6316.87	6174.13	5780.68	4960.76
PB.2678.2	808.13	541.87	1131.32	1121.24
PB.2679.1	760.05	344.85	165.93	78.43
PB.2679.2	509.66	210.24	72.86	40.71
PB.2679.3	949.29	665.91	94.21	118.86
PB.268.1	425.62	574.34	513.9	389.79
PB.268.2	733.76	405.3	231.16	186.49
PB.268.3	1164.71	891.17	946.06	770.87
PB.268.4	224.05	72.54	75.64	65.34
PB.268.5	639.96	208.36	270.6	459.65
PB.268.6	665.77	271.41	341.99	500.73
PB.268.7	255.57	485.2	287.78	61.58
PB.268.8	39.76	52.34	75.16	16.03
PB.268.9	82.8	65.35	80.72	55.53
PB.2680.1	9	14	1225	1454
PB.2681.1	1566.34	1209.99	1827.03	1840.59
PB.2681.2	148.81	42.6	51.29	311.91
PB.2681.3	198.34	103.09	161.36	67.3
PB.2681.4	249.6	92.72	418.63	94.38
PB.2681.5	148.91	219.61	183.69	207.83
PB.2682.1	526.68	421.33	430.42	500.66
PB.2683.1	1066	831	461	386
PB.2684.1	916.67	1020.74	1070.04	1473.63
PB.2684.2	3344.33	2299.26	3422.96	3039.37
PB.2684.3	30	20	13	12
PB.2685.1	2835.21	1443.46	2210.73	1778.14
PB.2685.2	401.58	366.65	318.4	339.82
PB.2685.3	66.41	14.1	38.15	20.7
PB.2686.1	495.49	598.11	1195.08	1400
PB.2686.2	919.46	930.5	1551.17	1478.78
PB.2686.3	302.86	174.18	523.48	430.57
PB.2687.1	741	670	291	325
PB.2688.1	5273.55	4629.53	3869.14	3693.3
PB.2688.2	880.46	690.47	527.86	485.7
PB.2689.1	97179.14	62609.68	72892.38	75872.39
PB.2689.2	1085.52	605.68	1281.5	638.78
PB.2689.3	733.18	458.75	353.16	317.69
PB.2689.4	5801.15	9508.88	6828.96	5953.13
PB.269.1	6	12	103	137
PB.2690.1	1377.58	871	1057.78	921.46
PB.2690.2	702.7	471.07	467.54	504.37
PB.2690.3	1382.29	805.24	934.14	962.92
PB.2690.4	5938.39	4287.93	5656.32	5530.69
PB.2690.5	1349.03	774.76	670.22	551.55
PB.2691.1	7739.95	4047.59	3775.24	3977.87
PB.2691.2	85.05	84.41	35.76	60.13
PB.2692.1	290	121	1069	1002
PB.2693.1	42011.38	30167.34	33204.67	29440.2
PB.2693.2	38.85	70.74	71.11	100.82
PB.2693.3	2360.1	1573.5	1611.14	1123.75
PB.2693.4	188.8	45.96	121.92	140.36
PB.2693.5	376.46	570.32	433.95	342.7
PB.2693.6	7664.41	4560.13	1692.2	1669.16
PB.2694.1	439	227	288	212
PB.2695.1	235	153	146	122
PB.2696.1	2606.18	1652.53	1538.76	1456.51
PB.2696.2	37.25	14.89	11.81	17.42
PB.2696.3	17.57	39.58	16.43	39.07
PB.2697.1	1728	1331	1181	1105
PB.2698.1	407.67	25.88	646.49	409.95
PB.2698.2	1518.33	485.12	2188.51	2441.05
PB.2699.1	565.72	413.66	447.97	405.9
PB.2699.2	477.28	421.34	399.03	359.1
PB.27.1	18770.37	15822.76	1483.74	1311.23
PB.27.2	219.33	204.38	53.61	111.59
PB.27.3	2857.3	2268.86	215.65	236.18
PB.270.1	179.87	219.55	604.75	753.04
PB.270.2	59.64	64.28	693.08	97.5
PB.270.3	3245.49	2007.17	5033.17	5165.46
PB.2700.1	1774	781	1257	1147
PB.2701.1	453.2	297	364.37	328.28
PB.2701.2	28706.67	19952.03	8170.09	7317.32
PB.2701.3	3563.13	2197.97	1570.55	1295.4
PB.2702.1	22767	15074	14786	13649
PB.2703.1	587.98	458.11	422.92	325.35
PB.2703.2	1313.81	604.47	1110.39	972.82
PB.2703.3	1334.36	970.65	988.95	897.01
PB.2703.4	12.84	10.77	14.73	10.82
PB.2704.1	1520	1235	1467	1233
PB.2705.1	1693.38	191.59	982.47	1232.43
PB.2705.10	820.23	603.79	75.09	48.82
PB.2705.11	2819.01	2543.72	424.57	199.68
PB.2705.2	569.97	323.95	569.1	222.84
PB.2705.3	433.72	644.13	63.8	28.09
PB.2705.4	1715.48	1811.32	1080.73	518.53
PB.2705.5	91.25	92.49	43.59	76.38
PB.2705.6	194.51	76.26	240.05	240.59
PB.2705.7	133.11	145.49	109.91	56.75
PB.2705.8	8725.48	2611.93	7596.77	7177.74
PB.2705.9	968.86	618.33	1122.92	1466.15
PB.2706.1	4236.01	4081.09	677.71	786.57
PB.2706.2	1253.99	1040.91	335.29	174.43
PB.2707.1	342.49	218.6	226.56	306.24
PB.2707.2	510.48	408.09	1528.32	1185.55
PB.2707.3	754.03	626.31	927.13	801.2
PB.2708.1	3899	2537	39	48
PB.2709.1	3152.6	2476.27	2800.77	2474.61
PB.271.1	730.68	390.17	406.06	376.08
PB.271.2	91.73	110.12	16.09	27.45
PB.271.3	319.59	193.72	154.85	160.47
PB.2710.1	478	237	545	490
PB.2711.1	0	4	0	0
PB.2712.1	230.84	188.95	346.54	301.85
PB.2712.2	149	38.47	78.34	50.81
PB.2712.3	5686.16	4849.59	4734.12	4154.34
PB.2713.1	1212	689	548	444
PB.2714.1	475	529	279	244
PB.2715.1	45	44	153	151
PB.2716.1	2912.24	2040.33	2508.57	2154.16
PB.2716.2	1245.76	415.67	270.43	260.84
PB.2717.1	2637.4	1135.34	2071.07	1300.59
PB.2717.2	2831.09	2150.32	2473.5	2505.78
PB.2717.3	3435.17	1909.34	2175.82	1999.9
PB.2718.1	5847.54	4260	3433.86	3214.74
PB.2718.2	671.46	449	434.14	278.26
PB.2719.1	866	643	1171	1158
PB.272.1	5134.63	2318.92	2074.52	2079.98
PB.272.2	202.28	97.15	443.2	414.18
PB.272.3	2142.09	1302.93	510.28	448.85
PB.2720.1	69	24	113	99
PB.2721.1	2811	1398	1453	1331
PB.2722.1	4304	4179	3824	3554
PB.2723.1	564	478	263	274
PB.2724.1	508	308	276	168
PB.2725.1	1804	1272	1315	1152
PB.2726.1	2108	1541	2594	2213
PB.2727.1	87.16	117.54	107.72	98.8
PB.2728.1	557.27	356.99	450.38	413.34
PB.2728.2	175.73	130.01	168.62	212.66
PB.2729.1	630	341	325	303
PB.273.1	1788.75	1248.99	2578.46	2327.97
PB.273.2	1408.53	998.5	1660.43	1454.76
PB.273.3	106.71	49.51	40.11	53.27
PB.2730.1	8539.12	5368.46	5010.45	4628.2
PB.2731.1	214.88	200.54	126.55	139.8
PB.2732.1	2147.15	2248.85	2832.11	1639.7
PB.2732.2	46.77	160.99	48.69	43.81
PB.2732.3	2625.31	2390.34	1926.5	2392.9
PB.2732.4	16.98	18.89	50.57	25.88
PB.2732.5	35.79	14.93	42.13	58.71
PB.2733.1	2674.15	1022.13	1853.59	1451.15
PB.2733.2	771.85	438.87	811.41	904.85
PB.2734.1	5446.78	2776.3	2765.82	2285.82
PB.2734.2	38.84	53.8	175.75	111.26
PB.2734.3	2398.38	2080.9	1893.43	1588.92
PB.2735.1	875.83	772.34	748.2	677.05
PB.2736.1	166.28	106.88	1014.68	933.14
PB.2736.2	52.89	14.79	402.12	242.8
PB.2737.1	1	1	0	2
PB.2738.1	6292.64	3064.91	4729.31	3685.65
PB.2738.2	1678.27	1985.52	1331.51	1503.07
PB.2738.3	893.09	569.57	760.18	777.28
PB.2739.1	1014.81	830.29	1051.48	690.88
PB.2739.2	186.17	63.52	164.65	144.94
PB.2739.3	192.78	89.9	52.66	64.5
PB.2739.4	483.25	417.29	163.21	171.68
PB.274.1	4153.69	4119.15	282.86	160.53
PB.274.2	4300.31	2333.85	288.14	273.47
PB.2740.1	418	301	208	208
PB.2741.1	36	30	91	66
PB.2742.1	854	703	2316	2119
PB.2743.1	1203	881	412	454
PB.2744.1	5673.78	4491.64	654.4	961.84
PB.2744.2	2182.11	1927.11	809.88	492.91
PB.2744.3	8297.11	6408.26	1526.72	1550.25
PB.2745.1	76	126	261	215
PB.2746.1	305.08	162.68	245.14	86.53
PB.2746.2	2858.37	2219.82	2400.46	2364.75
PB.2746.3	23.55	30.5	57.41	32.72
PB.2747.1	1157	500	257	249
PB.2748.1	1605	1149	925	782
PB.2749.1	350.86	190.5	732.16	704.42
PB.275.1	7.1	19.39	7.7	15.04
PB.275.2	9122.9	5766.61	8118.3	6493.96
PB.275.3	11	3	4	1
PB.2750.1	195.24	184.2	695.55	853.48
PB.2750.2	199.04	90.78	411.2	241.59
PB.2751.1	4289	2922	3719	2950
PB.2752.1	195.98	279.64	239.28	201.98
PB.2753.1	18242.02	1695.36	7763.72	8693.02
PB.2754.1	364	108	241.01	231.51
PB.2755.1	1	2	177	178
PB.2756.1	2427.81	1204.09	2131.34	1907.19
PB.2756.2	1871.19	2055.91	1574.66	1625.81
PB.2757.1	814	586	402	276
PB.2758.1	3256	2452	2825	2400
PB.2759.1	1503.41	912.92	870.78	776.93
PB.2759.2	31.59	33.08	33.22	45.07
PB.276.1	3488.1	2482.03	1950.75	1643.66
PB.2760.1	9243.15	4750.54	14797.39	12700.74
PB.2760.2	190.47	79.43	367.48	99.03
PB.2760.3	1597.74	577.15	2966.04	2202.57
PB.2760.4	11.87	18.85	23.35	19.18
PB.2761.1	452	353	654	673
PB.2762.1	47.77	20.04	42.74	46.48
PB.2763.1	6949.62	4577.64	6844.1	6262.23
PB.2764.1	7685.73	7819.12	10021.87	10881.51
PB.2765.1	1896	962	765	654
PB.2766.1	24379	22927	14242	14018
PB.2767.1	7.08	4.64	5.73	5.48
PB.2768.1	1046.92	524.36	1071.27	843.52
PB.2769.1	8819	5379	7733	6704
PB.277.1	5204.65	2569.32	4223.24	4103.43
PB.277.2	276.47	127.78	373.8	227.93
PB.277.3	52.88	28.9	22.96	28.64
PB.2770.1	6.02	26.6	14.05	17.86
PB.2771.1	2258.98	1759.4	1771.95	1698.14
PB.2772.1	1810.2	1185.78	2004.54	1567.22
PB.2772.2	3888.01	4235.28	5072.22	5074.96
PB.2772.3	428.4	394.93	129.75	55.89
PB.2772.4	298.39	312.01	219.49	242.93
PB.2773.1	496.96	260.13	522.18	368.54
PB.2773.2	2667.04	1133.87	889.82	893.46
PB.2774.1	306	417	187	215
PB.2775.1	1	3	6	2
PB.2776.1	1819	1271	3158	3017
PB.2777.1	31168	18899	2093	1832
PB.2778.1	126.62	65.99	293.31	217.5
PB.2778.2	205.78	90.78	260.76	221.76
PB.2778.3	399.01	225.8	1020.08	1022.98
PB.2778.4	232.73	172.46	130.27	265.91
PB.2778.5	145.09	182.3	302.37	428.38
PB.2778.6	91.46	68.38	90.86	111.23
PB.2778.7	193.26	45.67	879.06	485.82
PB.2778.8	39.64	63.46	330.6	176.38
PB.2778.9	101	78	168	146
PB.2779.1	105.42	28.16	114.69	54.04
PB.278.1	24	37	272	268
PB.2780.1	800	674	2515	2459
PB.2781.1	705	476	1361	1223
PB.2782.1	380	340	824	789
PB.2783.1	409	281	1033	953
PB.2784.1	1191	1129	744	626
PB.2785.1	490	230	751	633
PB.2786.1	4509.73	3548.54	2183.16	3352.19
PB.2786.2	6329.18	3874.17	5481.87	5030.83
PB.2786.3	1418.71	963.11	1641	974.43
PB.2786.4	7319.53	4176.44	5631.32	4493.97
PB.2786.5	1265.85	722.74	2028.64	1642.58
PB.2787.1	143.36	94.61	73.66	42.97
PB.2787.2	1860.64	1394.39	646.34	512.03
PB.2788.1	290.02	306.03	212.36	138.47
PB.2788.2	529.94	126.59	230.13	358.58
PB.2788.3	511.04	115.38	229.51	100.95
PB.2789.1	589	390	846	639
PB.279.1	13.2	21.37	1385.58	1383.69
PB.279.2	13.8	14.63	790.42	831.31
PB.2790.1	559.65	408.19	184.44	255.14
PB.2790.2	3680.73	2601.63	4008.89	3348.93
PB.2790.3	146.62	65.18	228.68	83.93
PB.2791.1	3268	1325	5354	4886
PB.2792.1	1432.18	1065.05	1240.39	1031.21
PB.2792.2	27.96	22.79	25.62	45.68
PB.2792.3	140.15	77.32	73.3	78.97
PB.2792.4	393.72	218.84	510.7	534.14
PB.2793.1	1887.69	1253	700.78	697.82
PB.2794.1	353	140	404	394
PB.2795.1	174	108	100	83
PB.2796.1	1661.19	1510.97	104.61	114.11
PB.2796.2	1262.27	973.68	53.59	40.14
PB.2796.3	136.54	213.35	25.8	10.75
PB.2797.1	1098.1	403.98	346.58	369.29
PB.2797.2	1183.45	404.55	574.03	511.21
PB.2797.3	131.45	93.47	52.38	36.5
PB.2798.1	1732	1326	629	584
PB.2799.1	14124.08	9350.18	7790.96	7374.72
PB.28.1	4291	3444	8723	7495
PB.280.1	3603.42	4125.57	1222.73	760.22
PB.280.2	2554.12	1073.08	765.83	1001.48
PB.280.3	2921.85	1971.66	1444.86	1453.2
PB.280.4	708.14	622.86	608.4	486.63
PB.280.5	14.47	32.83	577.18	646.46
PB.2800.1	3522.88	1132.78	4193.4	3900.71
PB.2800.2	36.54	131.77	64.73	81.39
PB.2800.3	7487.78	5584.58	3630.72	2151.98
PB.2800.4	3846.73	4413.68	5720.19	5301.2
PB.2801.1	1357	1111	1179	893
PB.2802.1	1163	903	830	636
PB.2803.1	1792.65	1035.99	1064.97	811.69
PB.2803.2	9984.35	6339.01	6675.03	6053.31
PB.2804.1	5817	3167	3861	3768
PB.2805.1	1981	1085	1900	1658
PB.2806.1	228	179	98	92
PB.2807.1	367	342	259	244
PB.2808.1	62.52	44.79	18.93	17.15
PB.2808.2	25159.93	12762.73	18836.2	15642.6
PB.2808.3	9770.84	5997.16	7067.89	7141.36
PB.2808.4	3.96	6.3	5.56	5.26
PB.2808.5	16.75	22.02	58.42	52.64
PB.2809.1	3807.81	1804.47	2401.36	2142.31
PB.281.1	285.99	267.24	163.05	140.58
PB.2810.1	135.19	116.53	56.64	59.69
PB.2811.1	2843	1600	2270	2052
PB.2812.1	5909.11	4004.43	13210.37	11135.86
PB.2812.2	23.89	70.57	107.63	144.14
PB.2813.1	1473	1406	1136	1141
PB.2814.1	3078	2442	1047	885
PB.2815.1	642	464	945	721
PB.2816.1	2021	674	1847	1619
PB.2817.1	292	270	906	807
PB.2818.1	2686.75	2193.24	2248.34	1850.21
